,index,Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Enrollment_Month,Enrollment_Year,Enrollment_Day,Num_Users_Total,TotalVisitsWeb,TotalMntMeat,TotalMntWine,TotalMntFruit,Average_Uses,Average_Meat,Average_Wine,Average_Fruit
2080,724,477,1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2014,17,2081,11207,351140,646342,55031,5.385391638635271,168.73618452666986,310.59202306583376,26.444497837578087
1768,619,486,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2014,2,1769,9773,309164,571680,48831,5.524590163934426,174.76766534765403,323.1656302996043,27.603730921424532
316,103,492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322,3,50,4,3,42,5,7,1,6,8,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,10,2012,18,317,2052,61445,123510,9663,6.473186119873817,193.8328075709779,389.62145110410097,30.482649842271293
1769,646,498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,2,2014,2,1770,9778,309186,571705,48831,5.524293785310735,174.6813559322034,322.99717514124296,27.58813559322034
1019,1785,500,1977,Graduation,Together,96876.0,0,0,2013-06-08,79,908,43,735,40,194,21,1,7,7,9,2,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,6,2013,8,1020,5955,191112,357280,29251,5.838235294117647,187.36470588235295,350.27450980392155,28.677450980392155
1598,1996,503,1985,Master,Married,20559.0,1,0,2013-12-03,88,13,1,29,3,0,7,2,2,0,3,8,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,12,2013,3,1599,8992,279908,523288,43464,5.623514696685429,175.05190744215133,327.2595372107567,27.181988742964354
515,1836,520,1974,Graduation,Married,34421.0,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2013,7,516,3240,101047,199740,15534,6.27906976744186,195.82751937984497,387.09302325581393,30.1046511627907
237,965,521,1985,Graduation,Together,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,9,2012,18,238,1566,42993,86505,7076,6.579831932773109,180.64285714285714,363.46638655462186,29.73109243697479
588,1165,523,1989,Graduation,Married,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2013,31,589,3655,111942,220684,17915,6.205432937181664,190.05432937181664,374.67572156196945,30.41595925297114
545,1061,524,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,1,2013,16,546,3393,105813,206941,16166,6.214285714285714,193.7967032967033,379.0128205128205,29.60805860805861
413,2238,528,1978,Graduation,Married,65819.0,0,0,2012-11-29,99,267,38,701,149,165,63,1,5,4,10,3,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2012,29,414,2650,81688,165483,12074,6.400966183574879,197.31400966183574,399.7173913043478,29.164251207729468
248,1262,531,1954,PhD,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,9,2012,22,249,1646,45176,91717,7301,6.610441767068273,181.429718875502,368.3413654618474,29.32128514056225
1817,415,535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,2,2014,25,1818,9994,318515,586886,50162,5.497249724972497,175.2007700770077,322.81958195819584,27.59185918591859
2178,1754,538,1989,Graduation,Single,46107.0,1,0,2014-10-02,78,31,9,27,16,9,33,1,1,1,4,3,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,10,2014,2,2179,11627,365835,666634,57443,5.335933914639743,167.89123451124368,305.93575034419456,26.362092703074804
1500,1160,544,1954,Graduation,Married,62820.0,0,0,2013-11-05,51,398,61,265,138,61,53,1,3,4,6,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,5,1501,8498,262437,493428,41323,5.661558960692871,174.84143904063959,328.73284477015324,27.53031312458361
972,1973,550,1952,Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2013,23,973,5702,181290,346002,28081,5.860226104830422,186.32065775950667,355.6032887975334,28.86022610483042
48,1847,564,1981,PhD,Together,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,4,2012,8,49,323,6973,18918,1493,6.591836734693878,142.30612244897958,386.0816326530612,30.46938775510204
1631,744,569,1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,12,2013,14,1632,9153,285417,535560,44272,5.608455882352941,174.8878676470588,328.1617647058824,27.127450980392158
1951,2159,574,1964,Graduation,Married,42523.0,0,0,2014-04-23,96,14,36,11,3,26,35,1,1,1,4,2,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,4,2014,23,1952,10635,329973,611698,52125,5.448258196721311,169.0435450819672,313.36987704918033,26.703381147540984
1245,244,577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,8,2013,20,1246,7179,223716,419897,34982,5.761637239165329,179.54735152487962,336.9959871589085,28.075441412520064
469,813,590,1970,Master,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,12,2012,22,470,2952,96316,188162,14251,6.280851063829787,204.9276595744681,400.34468085106386,30.32127659574468
561,1719,591,1957,Graduation,Widow,66033.0,0,1,2013-01-20,76,293,35,179,46,59,65,2,8,3,7,7,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,1,2013,20,562,3491,108696,212467,16911,6.211743772241993,193.40925266903915,378.05516014234877,30.090747330960856
1407,1969,606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,10,2013,10,1408,8017,247038,467510,38735,5.693892045454546,175.453125,332.03835227272725,27.51065340909091
641,733,607,1955,2n Cycle,Divorced,41769.0,0,1,2013-02-13,31,302,29,131,32,0,27,6,8,1,7,8,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,2,2013,13,642,3938,120984,235288,19520,6.133956386292835,188.44859813084113,366.49221183800626,30.404984423676012
97,1377,610,1953,PhD,Together,53593.0,1,1,2012-07-08,60,349,4,78,6,0,43,8,7,2,6,8,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,7,2012,8,98,636,16958,34822,3023,6.489795918367347,173.0408163265306,355.3265306122449,30.846938775510203
1491,684,615,1960,Graduation,Together,30507.0,0,0,2013-11-03,29,65,36,74,38,20,110,1,5,1,4,7,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,11,2013,3,1492,8457,261246,491652,41060,5.668230563002681,175.09785522788204,329.5254691689008,27.5201072386059
270,409,618,1977,PhD,Married,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,9,2012,28,271,1759,52995,103064,8414,6.490774907749078,195.55350553505534,380.309963099631,31.047970479704798
288,145,624,1984,Master,Single,18890.0,0,0,2012-10-11,5,6,4,1,7,2,15,1,0,1,2,6,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,10,2012,11,289,1864,57719,111025,8898,6.449826989619377,199.719723183391,384.1695501730104,30.78892733564014
1292,656,626,1951,Graduation,Married,32871.0,1,1,2013-09-03,28,22,2,12,0,2,5,1,1,0,3,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,9,2013,3,1293,7423,230080,433658,35887,5.7409126063418405,177.9427687548337,335.3890177880897,27.754833720030934
762,1162,635,1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,3,2013,19,763,4582,142024,276147,23103,6.00524246395806,186.1389252948886,361.9226736566186,30.27916120576671
1492,1389,640,1951,Graduation,Married,57304.0,0,1,2013-11-03,61,356,80,329,138,17,106,2,7,6,10,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,3,1493,8462,261575,492008,41140,5.667782987273945,175.20093770931013,329.54320160750166,27.55525787006028
1911,1729,641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,4,2014,4,1912,10457,327416,607429,51277,5.469142259414226,171.2426778242678,317.69299163179915,26.818514644351463
137,1568,642,1980,Basic,Married,16005.0,1,0,2012-08-14,69,1,3,2,20,30,47,3,2,1,2,8,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,8,2012,14,138,903,23932,50575,4126,6.543478260869565,173.42028985507247,366.4855072463768,29.89855072463768
1517,1027,663,1989,PhD,Single,33996.0,0,0,2013-11-09,46,40,2,15,8,0,6,1,1,1,3,4,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,11,2013,9,1518,8586,264020,497566,41538,5.6561264822134385,173.9262187088274,327.77733860342556,27.363636363636363
946,1517,675,1973,Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,5,2013,17,947,5573,174236,332195,27208,5.884899683210137,183.987328405491,350.78669482576555,28.730728616684267
243,1119,679,1957,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,9,2012,20,244,1622,43892,88101,7164,6.647540983606557,179.88524590163934,361.0696721311475,29.360655737704917
463,2000,692,1954,Graduation,Together,36807.0,1,1,2012-12-20,88,4,2,5,0,0,5,1,1,0,2,6,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,12,2012,20,464,2920,94711,184821,14089,6.293103448275862,204.11853448275863,398.3211206896552,30.364224137931036
1594,1767,697,1969,Graduation,Together,74918.0,0,0,2013-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,12,2013,3,1595,8970,279771,522535,43434,5.623824451410658,175.40501567398118,327.6081504702194,27.231347962382443
1032,1334,701,1971,Graduation,Married,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2013,11,1033,5999,193779,361897,29614,5.807357212003872,187.58857696030978,350.33591481122943,28.667957405614715
655,1810,702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,2,2013,15,656,4017,123255,239400,20003,6.123475609756097,187.8887195121951,364.9390243902439,30.492378048780488
222,636,709,1952,Graduation,Divorced,51537.0,0,1,2012-09-12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,9,2012,12,223,1469,39115,82163,6711,6.5874439461883405,175.40358744394618,368.4439461883408,30.094170403587444
2158,1618,713,1977,Master,Married,50353.0,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,8,2014,6,2159,11548,362358,662862,56857,5.348772579898101,167.83603520148216,307.0226956924502,26.33487725798981
2023,1418,716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,22,2024,10943,343107,629225,53787,5.406620553359684,169.51926877470356,310.88191699604744,26.574604743083004
768,1520,736,1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2013,21,769,4627,142347,276668,23128,6.016905071521457,185.10663198959688,359.77633289986994,30.075422626788036
711,1293,737,1949,PhD,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,3,2013,3,712,4332,133431,262803,21498,6.084269662921348,187.40308988764045,369.1053370786517,30.1938202247191
1912,804,738,1981,2n Cycle,Single,42395.0,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,4,2014,4,1913,10464,327473,607477,51290,5.469942498693152,171.18295870360691,317.5520125457397,26.81129116570831
1548,730,749,1981,Graduation,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,11,2013,19,1549,8738,269370,505673,42082,5.641058747579083,173.89928986442865,326.4512588766946,27.167204648160105
1303,193,760,1975,PhD,Divorced,60554.0,1,0,2013-09-08,8,588,7,76,110,15,15,2,8,4,9,6,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,9,2013,8,1304,7492,230961,437865,35955,5.745398773006135,177.11733128834356,335.78604294478527,27.572852760736197
1778,615,762,1981,2n Cycle,Together,75774.0,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,2,2014,5,1779,9818,311158,575535,49167,5.518830803822372,174.9061270376616,323.5160202360877,27.63743676222597
1718,1778,771,1967,Graduation,Together,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,1,2014,21,1719,9550,301796,558071,47134,5.555555555555555,175.564863292612,324.64863292611983,27.419429901105293
1088,1448,773,1971,Master,Divorced,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,6,2013,30,1089,6318,200567,373540,30546,5.801652892561983,184.17539026629936,343.0119375573921,28.049586776859503
87,564,793,1973,Graduation,Married,20895.0,1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2012,10,88,574,13950,30285,2482,6.5227272727272725,158.52272727272728,344.14772727272725,28.204545454545453
328,408,796,1965,2n Cycle,Divorced,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,10,2012,23,329,2121,63232,129118,9981,6.446808510638298,192.19452887537994,392.4559270516717,30.337386018237083
476,1610,798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,12,2012,24,477,2993,96855,190031,14377,6.2746331236897275,203.0503144654088,398.38784067085953,30.140461215932913
1279,1308,800,1960,Graduation,Together,44512.0,1,1,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,8,2013,30,1280,7356,227956,429685,35462,5.746875,178.090625,335.69140625,27.7046875
911,1859,803,1968,Graduation,Together,40521.0,1,1,2013-05-04,82,12,0,5,0,0,4,1,0,1,2,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,5,2013,4,912,5408,168887,323082,26265,5.9298245614035086,185.18311403508773,354.25657894736844,28.799342105263158
1789,806,807,1969,Master,Together,44602.0,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,2,2014,15,1790,9865,314118,580457,49566,5.511173184357542,175.48491620111733,324.2776536312849,27.69050279329609
2230,1094,810,1975,Graduation,Married,74190.0,0,1,2014-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,12,2014,5,2231,11874,372004,679068,58569,5.322277005826983,166.7431645002241,304.3783056925146,26.25235320484088
933,1901,819,1945,Graduation,Widow,63285.0,0,0,2013-05-11,84,508,124,249,50,38,134,1,6,5,13,3,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,5,2013,11,934,5508,172846,329171,26902,5.897216274089936,185.05995717344754,352.43147751605994,28.802997858672377
320,1043,821,1992,Master,Single,92859.0,0,0,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,10,2012,19,321,2077,62565,125397,9745,6.470404984423676,194.90654205607476,390.6448598130841,30.358255451713397
1815,137,830,1987,PhD,Single,74004.0,0,0,2014-02-24,5,784,48,560,42,176,48,1,4,6,4,3,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,2,2014,24,1816,9990,317978,586169,50104,5.501101321585903,175.09801762114537,322.7802863436123,27.590308370044053
1770,2025,832,1966,PhD,Together,65814.0,0,1,2014-02-03,90,561,14,113,10,14,35,3,8,2,10,5,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,2,2014,3,1771,9783,309299,572266,48845,5.523997741389046,174.64652738565783,323.13156408808584,27.580463015245623
1894,1401,833,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,3,2014,30,1895,10378,325337,603779,51098,5.476517150395779,171.68179419525066,318.6168865435356,26.964643799472295
1519,15,837,1977,Graduation,Married,54809.0,1,1,2013-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,9,1520,8594,264134,497692,41550,5.653947368421052,173.77236842105262,327.42894736842106,27.335526315789473
1356,1231,839,1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,9,2013,25,1357,7764,237944,452008,36772,5.721444362564481,175.34561532792927,333.0935887988209,27.09801031687546
2042,1048,843,1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,5,2014,26,2043,11031,345782,635224,54057,5.399412628487519,169.2520802741067,310.9270680372002,26.459618208516886
